Date,Paracetamolo[it],
2010-04-06 14,17,
2010-04-06 15,16,
2010-04-06 16,16,
2010-04-06 17,17,
2010-04-06 18,17,
2010-04-06 19,18,
2010-04-06 20,18,
2010-04-06 21,18,
2010-04-06 22,4,
2010-04-07 23,13,
2010-04-07 00,7,
2010-04-07 01,0,
2010-04-07 02,1,
2010-04-07 03,2,
2010-04-07 04,6,
2010-04-07 05,8,
2010-04-07 06,24,
2010-04-07 07,13,
2010-04-07 08,31,
2010-04-07 09,22,
2010-04-07 10,23,
2010-04-07 11,24,
2010-04-07 12,28,
2010-04-07 13,25,
2010-04-07 14,28,
2010-04-07 15,24,
2010-04-07 16,25,
2010-04-07 17,16,
2010-04-07 18,23,
2010-04-07 19,24,
2010-04-07 20,28,
2010-04-07 21,15,
2010-04-07 22,7,
2010-04-08 23,7,
2010-04-08 00,5,
2010-04-08 01,3,
2010-04-08 02,2,
2010-04-08 03,0,
2010-04-08 04,2,
2010-04-08 05,2,
2010-04-08 06,23,
2010-04-08 07,35,
2010-04-08 08,26,
2010-04-08 09,20,
2010-04-08 10,28,
2010-04-08 11,20,
2010-04-08 12,26,
2010-04-08 13,14,
2010-04-08 14,23,
2010-04-08 15,18,
2010-04-08 16,22,
2010-04-08 17,11,
2010-04-08 18,20,
2010-04-08 19,25,
2010-04-08 20,23,
2010-04-08 21,14,
2010-04-08 22,5,
2010-04-09 23,11,
2010-04-09 00,4,
2010-04-09 01,2,
2010-04-09 02,4,
2010-04-09 03,1,
2010-04-09 04,3,
2010-04-09 05,7,
2010-04-09 06,13,
2010-04-09 07,26,
2010-04-09 08,16,
2010-04-09 09,25,
2010-04-09 10,31,
2010-04-09 11,18,
2010-04-09 12,20,
2010-04-09 13,23,
2010-04-09 14,23,
2010-04-09 15,26,
2010-04-09 16,23,
2010-04-09 17,31,
2010-04-09 18,12,
2010-04-09 19,16,
2010-04-09 20,17,
2010-04-09 21,17,
2010-04-09 22,21,
2010-04-10 23,11,
2010-04-10 00,7,
2010-04-10 01,10,
2010-04-10 02,2,
2010-04-10 03,1,
2010-04-10 04,1,
2010-04-10 05,5,
2010-04-10 06,7,
2010-04-10 07,13,
2010-04-10 08,24,
2010-04-10 09,32,
2010-04-10 10,25,
2010-04-10 11,25,
2010-04-10 12,19,
2010-04-10 13,19,
2010-04-10 14,17,
2010-04-10 15,21,
2010-04-10 16,25,
2010-04-10 17,17,
2010-04-10 18,15,
2010-04-10 19,16,
2010-04-10 20,11,
2010-04-10 21,9,
2010-04-10 22,11,
2010-04-11 23,11,
2010-04-11 00,3,
2010-04-11 01,2,
2010-04-11 02,2,
2010-04-11 03,1,
2010-04-11 04,2,
2010-04-11 05,3,
2010-04-11 06,12,
2010-04-11 07,21,
2010-04-11 08,13,
2010-04-11 09,24,
2010-04-11 10,20,
2010-04-11 11,30,
2010-04-11 12,20,
2010-04-11 13,16,
2010-04-11 14,14,
2010-04-11 15,24,
2010-04-11 16,27,
2010-04-11 17,27,
2010-04-11 18,14,
2010-04-11 19,12,
2010-04-11 20,22,
2010-04-11 21,20,
2010-04-11 22,20,
2010-04-12 23,5,
2010-04-12 00,5,
2010-04-12 01,2,
2010-04-12 02,0,
2010-04-12 03,0,
2010-04-12 04,1,
2010-04-12 05,4,
2010-04-12 06,7,
2010-04-12 07,27,
2010-04-12 08,20,
2010-04-12 09,28,
2010-04-12 10,23,
2010-04-12 11,20,
2010-04-12 12,21,
2010-04-12 13,20,
2010-04-12 14,22,
2010-04-12 15,22,
2010-04-12 16,26,
2010-04-12 17,31,
2010-04-12 18,24,
2010-04-12 19,14,
2010-04-12 20,12,
2010-04-12 21,11,
2010-04-12 22,14,
2010-04-13 23,6,
2010-04-13 00,7,
2010-04-13 01,2,
2010-04-13 02,1,
2010-04-13 03,2,
2010-04-13 04,1,
2010-04-13 05,3,
2010-04-13 06,13,
2010-04-13 07,15,
2010-04-13 08,34,
2010-04-13 09,15,
2010-04-13 10,27,
2010-04-13 11,23,
2010-04-13 12,23,
2010-04-13 13,22,
2010-04-13 14,15,
2010-04-13 15,13,
2010-04-13 16,20,
2010-04-13 17,8,
2010-04-13 18,11,
2010-04-13 19,24,
2010-04-13 20,8,
2010-04-13 21,12,
2010-04-13 22,12,
2010-04-14 23,8,
2010-04-14 00,4,
2010-04-14 01,1,
2010-04-14 02,1,
2010-04-14 03,3,
2010-04-14 04,3,
2010-04-14 05,7,
2010-04-14 06,9,
2010-04-14 07,23,
2010-04-14 08,31,
2010-04-14 09,36,
2010-04-14 10,39,
2010-04-14 11,29,
2010-04-14 12,22,
2010-04-14 13,14,
2010-04-14 14,18,
2010-04-14 15,18,
2010-04-14 16,33,
2010-04-14 17,12,
2010-04-14 18,17,
2010-04-14 19,21,
2010-04-14 20,17,
2010-04-14 21,10,
2010-04-14 22,6,
2010-04-15 23,5,
2010-04-15 00,4,
2010-04-15 01,2,
2010-04-15 02,1,
2010-04-15 03,3,
2010-04-15 04,6,
2010-04-15 05,5,
2010-04-15 06,17,
2010-04-15 07,29,
2010-04-15 08,28,
2010-04-15 09,30,
2010-04-15 10,32,
2010-04-15 11,25,
2010-04-15 12,18,
2010-04-15 13,16,
2010-04-15 14,26,
2010-04-15 15,21,
2010-04-15 16,14,
2010-04-15 17,15,
2010-04-15 18,15,
2010-04-15 19,15,
2010-04-15 20,20,
2010-04-15 21,9,
2010-04-15 22,7,
2010-04-16 23,5,
2010-04-16 00,2,
2010-04-16 01,0,
2010-04-16 02,1,
2010-04-16 03,3,
2010-04-16 04,10,
2010-04-16 05,6,
2010-04-16 06,22,
2010-04-16 07,26,
2010-04-16 08,28,
2010-04-16 09,16,
2010-04-16 10,24,
2010-04-16 11,20,
2010-04-16 12,21,
2010-04-16 13,24,
2010-04-16 14,21,
2010-04-16 15,20,
2010-04-16 16,21,
2010-04-16 17,23,
2010-04-16 18,16,
2010-04-16 19,16,
2010-04-16 20,13,
2010-04-16 21,12,
2010-04-16 22,9,
2010-04-17 23,8,
2010-04-17 00,3,
2010-04-17 01,6,
2010-04-17 02,0,
2010-04-17 03,2,
2010-04-17 04,4,
2010-04-17 05,4,
2010-04-17 06,12,
2010-04-17 07,10,
2010-04-17 08,23,
2010-04-17 09,21,
2010-04-17 10,17,
2010-04-17 11,24,
2010-04-17 12,25,
2010-04-17 13,18,
2010-04-17 14,19,
2010-04-17 15,32,
2010-04-17 16,23,
2010-04-17 17,14,
2010-04-17 18,22,
2010-04-17 19,30,
2010-04-17 20,33,
2010-04-17 21,13,
2010-04-17 22,25,
2010-04-18 23,9,
2010-04-18 00,3,
2010-04-18 01,1,
2010-04-18 02,0,
2010-04-18 03,4,
2010-04-18 04,2,
2010-04-18 05,6,
2010-04-18 06,10,
2010-04-18 07,8,
2010-04-18 08,31,
2010-04-18 09,30,
2010-04-18 10,16,
2010-04-18 11,22,
2010-04-18 12,11,
2010-04-18 13,9,
2010-04-18 14,20,
2010-04-18 15,18,
2010-04-18 16,15,
2010-04-18 17,10,
2010-04-18 18,27,
2010-04-18 19,15,
2010-04-18 20,16,
2010-04-18 21,11,
2010-04-18 22,5,
2010-04-19 23,8,
2010-04-19 00,2,
2010-04-19 01,6,
2010-04-19 02,3,
2010-04-19 03,3,
2010-04-19 04,3,
2010-04-19 05,4,
2010-04-19 06,12,
2010-04-19 07,32,
2010-04-19 08,31,
2010-04-19 09,24,
2010-04-19 10,13,
2010-04-19 11,17,
2010-04-19 12,24,
2010-04-19 13,17,
2010-04-19 14,16,
2010-04-19 15,10,
2010-04-19 16,17,
2010-04-19 17,16,
2010-04-19 18,16,
2010-04-19 19,12,
2010-04-19 20,10,
2010-04-19 21,16,
2010-04-19 22,12,
2010-04-20 23,7,
2010-04-20 00,6,
2010-04-20 01,2,
2010-04-20 02,3,
2010-04-20 03,1,
2010-04-20 04,1,
2010-04-20 05,4,
2010-04-20 06,17,
2010-04-20 07,30,
2010-04-20 08,13,
2010-04-20 09,32,
2010-04-20 10,31,
2010-04-20 11,29,
2010-04-20 12,22,
2010-04-20 13,22,
2010-04-20 14,24,
2010-04-20 15,23,
2010-04-20 16,17,
2010-04-20 17,12,
2010-04-20 18,13,
2010-04-20 19,6,
2010-04-20 20,13,
2010-04-20 21,9,
2010-04-20 22,16,
2010-04-21 23,6,
2010-04-21 00,3,
2010-04-21 01,2,
2010-04-21 02,0,
2010-04-21 03,0,
2010-04-21 04,0,
2010-04-21 05,5,
2010-04-21 06,4,
2010-04-21 07,19,
2010-04-21 08,16,
2010-04-21 09,30,
2010-04-21 10,28,
2010-04-21 11,13,
2010-04-21 12,17,
2010-04-21 13,14,
2010-04-21 14,9,
2010-04-21 15,17,
2010-04-21 16,21,
2010-04-21 17,9,
2010-04-21 18,11,
2010-04-21 19,19,
2010-04-21 20,15,
2010-04-21 21,9,
2010-04-21 22,9,
2010-04-22 23,4,
2010-04-22 00,4,
2010-04-22 01,1,
2010-04-22 02,1,
2010-04-22 03,0,
2010-04-22 04,4,
2010-04-22 05,6,
2010-04-22 06,10,
2010-04-22 07,20,
2010-04-22 08,24,
2010-04-22 09,29,
2010-04-22 10,29,
2010-04-22 11,14,
2010-04-22 12,8,
2010-04-22 13,17,
2010-04-22 14,25,
2010-04-22 15,14,
2010-04-22 16,21,
2010-04-22 17,21,
2010-04-22 18,17,
2010-04-22 19,22,
2010-04-22 20,12,
2010-04-22 21,7,
2010-04-22 22,12,
2010-04-23 23,3,
2010-04-23 00,2,
2010-04-23 01,5,
2010-04-23 02,7,
2010-04-23 03,2,
2010-04-23 04,3,
2010-04-23 05,9,
2010-04-23 06,14,
2010-04-23 07,24,
2010-04-23 08,19,
2010-04-23 09,21,
2010-04-23 10,33,
2010-04-23 11,11,
2010-04-23 12,26,
2010-04-23 13,19,
2010-04-23 14,23,
2010-04-23 15,22,
2010-04-23 16,24,
2010-04-23 17,9,
2010-04-23 18,8,
2010-04-23 19,16,
2010-04-23 20,29,
2010-04-23 21,17,
2010-04-23 22,4,
2010-04-24 23,9,
2010-04-24 00,5,
2010-04-24 01,2,
2010-04-24 02,1,
2010-04-24 03,3,
2010-04-24 04,6,
2010-04-24 05,3,
2010-04-24 06,8,
2010-04-24 07,12,
2010-04-24 08,15,
2010-04-24 09,27,
2010-04-24 10,26,
2010-04-24 11,22,
2010-04-24 12,43,
2010-04-24 13,19,
2010-04-24 14,24,
2010-04-24 15,16,
2010-04-24 16,40,
2010-04-24 17,15,
2010-04-24 18,21,
2010-04-24 19,21,
2010-04-24 20,11,
2010-04-24 21,23,
2010-04-24 22,6,
2010-04-25 23,13,
2010-04-25 00,2,
2010-04-25 01,1,
2010-04-25 02,2,
2010-04-25 03,1,
2010-04-25 04,1,
2010-04-25 05,2,
2010-04-25 06,7,
2010-04-25 07,13,
2010-04-25 08,18,
2010-04-25 09,22,
2010-04-25 10,35,
2010-04-25 11,11,
2010-04-25 12,19,
2010-04-25 13,9,
2010-04-25 14,18,
2010-04-25 15,9,
2010-04-25 16,14,
2010-04-25 17,11,
2010-04-25 18,17,
2010-04-25 19,14,
2010-04-25 20,11,
2010-04-25 21,4,
2010-04-25 22,19,
2010-04-26 23,6,
2010-04-26 00,2,
2010-04-26 01,1,
2010-04-26 02,3,
2010-04-26 03,2,
2010-04-26 04,1,
2010-04-26 05,6,
2010-04-26 06,10,
2010-04-26 07,16,
2010-04-26 08,21,
2010-04-26 09,26,
2010-04-26 10,26,
2010-04-26 11,18,
2010-04-26 12,23,
2010-04-26 13,19,
2010-04-26 14,14,
2010-04-26 15,17,
2010-04-26 16,8,
2010-04-26 17,17,
2010-04-26 18,12,
2010-04-26 19,19,
2010-04-26 20,20,
2010-04-26 21,10,
2010-04-26 22,11,
2010-04-27 23,4,
2010-04-27 00,7,
2010-04-27 01,1,
2010-04-27 02,5,
2010-04-27 03,8,
2010-04-27 04,1,
2010-04-27 05,5,
2010-04-27 06,14,
2010-04-27 07,17,
2010-04-27 08,20,
2010-04-27 09,31,
2010-04-27 10,26,
2010-04-27 11,29,
2010-04-27 12,18,
2010-04-27 13,24,
2010-04-27 14,22,
2010-04-27 15,20,
2010-04-27 16,17,
2010-04-27 17,29,
2010-04-27 18,17,
2010-04-27 19,19,
2010-04-27 20,19,
2010-04-27 21,10,
2010-04-27 22,11,
2010-04-28 23,9,
2010-04-28 00,5,
2010-04-28 01,2,
2010-04-28 02,1,
2010-04-28 03,0,
2010-04-28 04,2,
2010-04-28 05,3,
2010-04-28 06,11,
2010-04-28 07,13,
2010-04-28 08,31,
2010-04-28 09,26,
2010-04-28 10,32,
2010-04-28 11,18,
2010-04-28 12,16,
2010-04-28 13,20,
2010-04-28 14,33,
2010-04-28 15,25,
2010-04-28 16,14,
2010-04-28 17,16,
2010-04-28 18,16,
2010-04-28 19,25,
2010-04-28 20,15,
2010-04-28 21,17,
2010-04-28 22,27,
2010-04-29 23,8,
2010-04-29 00,1,
2010-04-29 01,2,
2010-04-29 02,4,
2010-04-29 03,2,
2010-04-29 04,1,
2010-04-29 05,1,
2010-04-29 06,6,
2010-04-29 07,29,
2010-04-29 08,23,
2010-04-29 09,27,
2010-04-29 10,17,
2010-04-29 11,13,
2010-04-29 12,14,
2010-04-29 13,18,
2010-04-29 14,21,
2010-04-29 15,22,
2010-04-29 16,24,
2010-04-29 17,15,
2010-04-29 18,19,
2010-04-29 19,18,
2010-04-29 20,16,
2010-04-29 21,8,
2010-04-29 22,4,
2010-04-30 23,10,
2010-04-30 00,3,
2010-04-30 01,2,
2010-04-30 02,8,
2010-04-30 03,1,
2010-04-30 04,0,
2010-04-30 05,4,
2010-04-30 06,19,
2010-04-30 07,20,
2010-04-30 08,23,
2010-04-30 09,40,
2010-04-30 10,24,
2010-04-30 11,29,
2010-04-30 12,34,
2010-04-30 13,10,
2010-04-30 14,22,
2010-04-30 15,14,
2010-04-30 16,21,
2010-04-30 17,29,
2010-04-30 18,21,
2010-04-30 19,15,
2010-04-30 20,20,
2010-04-30 21,16,
2010-04-30 22,11,
2010-05-01 23,4,
2010-05-01 00,5,
2010-05-01 01,2,
2010-05-01 02,2,
2010-05-01 03,0,
2010-05-01 04,5,
2010-05-01 05,2,
2010-05-01 06,9,
2010-05-01 07,14,
2010-05-01 08,22,
2010-05-01 09,19,
2010-05-01 10,11,
2010-05-01 11,29,
2010-05-01 12,16,
2010-05-01 13,15,
2010-05-01 14,9,
2010-05-01 15,26,
2010-05-01 16,15,
2010-05-01 17,23,
2010-05-01 18,20,
2010-05-01 19,19,
2010-05-01 20,17,
2010-05-01 21,19,
2010-05-01 22,9,
2010-05-02 23,5,
2010-05-02 00,3,
2010-05-02 01,2,
2010-05-02 02,0,
2010-05-02 03,2,
2010-05-02 04,2,
2010-05-02 05,5,
2010-05-02 06,7,
2010-05-02 07,10,
2010-05-02 08,24,
2010-05-02 09,16,
2010-05-02 10,22,
2010-05-02 11,25,
2010-05-02 12,19,
2010-05-02 13,9,
2010-05-02 14,9,
2010-05-02 15,19,
2010-05-02 16,22,
2010-05-02 17,17,
2010-05-02 18,13,
2010-05-02 19,7,
2010-05-02 20,21,
2010-05-02 21,11,
2010-05-02 22,6,
2010-05-03 23,2,
2010-05-03 00,2,
2010-05-03 01,5,
2010-05-03 02,4,
2010-05-03 03,0,
2010-05-03 04,1,
2010-05-03 05,4,
2010-05-03 06,2,
2010-05-03 07,17,
2010-05-03 08,25,
2010-05-03 09,27,
2010-05-03 10,15,
2010-05-03 11,18,
2010-05-03 12,25,
2010-05-03 13,20,
2010-05-03 14,26,
2010-05-03 15,21,
2010-05-03 16,28,
2010-05-03 17,12,
2010-05-03 18,23,
2010-05-03 19,22,
2010-05-03 20,10,
2010-05-03 21,13,
2010-05-03 22,8,
2010-05-04 23,8,
2010-05-04 00,9,
2010-05-04 01,3,
2010-05-04 02,3,
2010-05-04 03,1,
2010-05-04 04,2,
2010-05-04 05,1,
2010-05-04 06,10,
2010-05-04 07,23,
2010-05-04 08,32,
2010-05-04 09,20,
2010-05-04 10,23,
2010-05-04 11,18,
2010-05-04 12,14,
2010-05-04 13,24,
2010-05-04 14,13,
2010-05-04 15,9,
2010-05-04 16,14,
2010-05-04 17,28,
2010-05-04 18,10,
2010-05-04 19,18,
2010-05-04 20,16,
2010-05-04 21,21,
2010-05-04 22,18,
2010-05-05 23,5,
2010-05-05 00,2,
2010-05-05 01,0,
2010-05-05 02,3,
2010-05-05 03,1,
2010-05-05 04,1,
2010-05-05 05,6,
2010-05-05 06,13,
2010-05-05 07,16,
2010-05-05 08,29,
2010-05-05 09,28,
2010-05-05 10,33,
2010-05-05 11,26,
2010-05-05 12,22,
2010-05-05 13,24,
2010-05-05 14,26,
2010-05-05 15,31,
2010-05-05 16,24,
2010-05-05 17,11,
2010-05-05 18,19,
2010-05-05 19,22,
2010-05-05 20,14,
2010-05-05 21,13,
2010-05-05 22,16,
2010-05-06 23,2,
2010-05-06 00,4,
2010-05-06 01,1,
2010-05-06 02,1,
2010-05-06 03,0,
2010-05-06 04,1,
2010-05-06 05,1,
2010-05-06 06,16,
2010-05-06 07,16,
2010-05-06 08,30,
2010-05-06 09,29,
2010-05-06 10,23,
2010-05-06 11,23,
2010-05-06 12,28,
2010-05-06 13,17,
2010-05-06 14,18,
2010-05-06 15,13,
2010-05-06 16,15,
2010-05-06 17,23,
2010-05-06 18,16,
2010-05-06 19,14,
2010-05-06 20,21,
2010-05-06 21,11,
2010-05-06 22,7,
2010-05-07 23,12,
2010-05-07 00,4,
2010-05-07 01,4,
2010-05-07 02,0,
2010-05-07 03,0,
2010-05-07 04,2,
2010-05-07 05,0,
2010-05-07 06,4,
2010-05-07 07,29,
2010-05-07 08,24,
2010-05-07 09,26,
2010-05-07 10,28,
2010-05-07 11,17,
2010-05-07 12,16,
2010-05-07 13,15,
2010-05-07 14,21,
2010-05-07 15,24,
2010-05-07 16,18,
2010-05-07 17,24,
2010-05-07 18,15,
2010-05-07 19,20,
2010-05-07 20,19,
2010-05-07 21,15,
2010-05-07 22,12,
2010-05-08 23,9,
2010-05-08 00,2,
2010-05-08 01,1,
2010-05-08 02,0,
2010-05-08 03,1,
2010-05-08 04,1,
2010-05-08 05,7,
2010-05-08 06,5,
2010-05-08 07,16,
2010-05-08 08,16,
2010-05-08 09,24,
2010-05-08 10,18,
2010-05-08 11,22,
2010-05-08 12,27,
2010-05-08 13,22,
2010-05-08 14,16,
2010-05-08 15,13,
2010-05-08 16,19,
2010-05-08 17,14,
2010-05-08 18,13,
2010-05-08 19,15,
2010-05-08 20,18,
2010-05-08 21,17,
2010-05-08 22,11,
2010-05-09 23,6,
2010-05-09 00,4,
2010-05-09 01,2,
2010-05-09 02,2,
2010-05-09 03,1,
2010-05-09 04,0,
2010-05-09 05,3,
2010-05-09 06,4,
2010-05-09 07,9,
2010-05-09 08,24,
2010-05-09 09,20,
2010-05-09 10,18,
2010-05-09 11,16,
2010-05-09 12,7,
2010-05-09 13,9,
2010-05-09 14,11,
2010-05-09 15,18,
2010-05-09 16,19,
2010-05-09 17,11,
2010-05-09 18,15,
2010-05-09 19,15,
2010-05-09 20,10,
2010-05-09 21,13,
2010-05-09 22,13,
2010-05-10 23,4,
2010-05-10 00,5,
2010-05-10 01,5,
2010-05-10 02,2,
2010-05-10 03,2,
2010-05-10 04,3,
2010-05-10 05,3,
2010-05-10 06,8,
2010-05-10 07,37,
2010-05-10 08,31,
2010-05-10 09,37,
2010-05-10 10,34,
2010-05-10 11,17,
2010-05-10 12,21,
2010-05-10 13,17,
2010-05-10 14,19,
2010-05-10 15,14,
2010-05-10 16,17,
2010-05-10 17,17,
2010-05-10 18,12,
2010-05-10 19,18,
2010-05-10 20,11,
2010-05-10 21,15,
2010-05-10 22,7,
2010-05-11 23,2,
2010-05-11 00,2,
2010-05-11 01,3,
2010-05-11 02,3,
2010-05-11 03,1,
2010-05-11 04,2,
2010-05-11 05,6,
2010-05-11 06,10,
2010-05-11 07,16,
2010-05-11 08,17,
2010-05-11 09,22,
2010-05-11 10,19,
2010-05-11 11,23,
2010-05-11 12,27,
2010-05-11 13,14,
2010-05-11 14,23,
2010-05-11 15,23,
2010-05-11 16,27,
2010-05-11 17,21,
2010-05-11 18,17,
2010-05-11 19,16,
2010-05-11 20,14,
2010-05-11 21,19,
2010-05-11 22,12,
2010-05-12 23,3,
2010-05-12 00,0,
2010-05-12 01,1,
2010-05-12 02,5,
2010-05-12 03,1,
2010-05-12 04,3,
2010-05-12 05,11,
2010-05-12 06,10,
2010-05-12 07,15,
2010-05-12 08,30,
2010-05-12 09,26,
2010-05-12 10,21,
2010-05-12 11,14,
2010-05-12 12,29,
2010-05-12 13,19,
2010-05-12 14,15,
2010-05-12 15,11,
2010-05-12 16,26,
2010-05-12 17,16,
2010-05-12 18,13,
2010-05-12 19,22,
2010-05-12 20,19,
2010-05-12 21,13,
2010-05-12 22,7,
2010-05-13 23,5,
2010-05-13 00,2,
2010-05-13 01,0,
2010-05-13 02,0,
2010-05-13 03,0,
2010-05-13 04,4,
2010-05-13 05,3,
2010-05-13 06,18,
2010-05-13 07,11,
2010-05-13 08,33,
2010-05-13 09,38,
2010-05-13 10,23,
2010-05-13 11,13,
2010-05-13 12,17,
2010-05-13 13,14,
2010-05-13 14,16,
2010-05-13 15,17,
2010-05-13 16,15,
2010-05-13 17,7,
2010-05-13 18,6,
2010-05-13 19,12,
2010-05-13 20,10,
2010-05-13 21,9,
2010-05-13 22,11,
2010-05-14 23,5,
2010-05-14 00,2,
2010-05-14 01,1,
2010-05-14 02,6,
2010-05-14 03,4,
2010-05-14 04,2,
2010-05-14 05,9,
2010-05-14 06,15,
2010-05-14 07,18,
2010-05-14 08,21,
2010-05-14 09,12,
2010-05-14 10,13,
2010-05-14 11,14,
2010-05-14 12,25,
2010-05-14 13,24,
2010-05-14 14,19,
2010-05-14 15,22,
2010-05-14 16,16,
2010-05-14 17,20,
2010-05-14 18,20,
2010-05-14 19,19,
2010-05-14 20,12,
2010-05-14 21,14,
2010-05-14 22,12,
2010-05-15 23,9,
2010-05-15 00,3,
2010-05-15 01,11,
2010-05-15 02,1,
2010-05-15 03,4,
2010-05-15 04,3,
2010-05-15 05,0,
2010-05-15 06,8,
2010-05-15 07,17,
2010-05-15 08,12,
2010-05-15 09,21,
2010-05-15 10,26,
2010-05-15 11,11,
2010-05-15 12,22,
2010-05-15 13,26,
2010-05-15 14,21,
2010-05-15 15,20,
2010-05-15 16,30,
2010-05-15 17,13,
2010-05-15 18,19,
2010-05-15 19,19,
2010-05-15 20,19,
2010-05-15 21,10,
2010-05-15 22,19,
2010-05-16 23,1,
2010-05-16 00,5,
2010-05-16 01,2,
2010-05-16 02,5,
2010-05-16 03,1,
2010-05-16 04,0,
2010-05-16 05,0,
2010-05-16 06,7,
2010-05-16 07,7,
2010-05-16 08,19,
2010-05-16 09,29,
2010-05-16 10,21,
2010-05-16 11,20,
2010-05-16 12,12,
2010-05-16 13,19,
2010-05-16 14,15,
2010-05-16 15,7,
2010-05-16 16,16,
2010-05-16 17,16,
2010-05-16 18,23,
2010-05-16 19,24,
2010-05-16 20,22,
2010-05-16 21,12,
2010-05-16 22,14,
2010-05-17 23,4,
2010-05-17 00,6,
2010-05-17 01,2,
2010-05-17 02,0,
2010-05-17 03,1,
2010-05-17 04,1,
2010-05-17 05,4,
2010-05-17 06,17,
2010-05-17 07,23,
2010-05-17 08,39,
2010-05-17 09,31,
2010-05-17 10,38,
2010-05-17 11,20,
2010-05-17 12,30,
2010-05-17 13,23,
2010-05-17 14,21,
2010-05-17 15,21,
2010-05-17 16,23,
2010-05-17 17,27,
2010-05-17 18,15,
2010-05-17 19,20,
2010-05-17 20,15,
2010-05-17 21,18,
2010-05-17 22,12,
2010-05-18 23,7,
2010-05-18 00,3,
2010-05-18 01,3,
2010-05-18 02,2,
2010-05-18 03,1,
2010-05-18 04,6,
2010-05-18 05,7,
2010-05-18 06,15,
2010-05-18 07,12,
2010-05-18 08,22,
2010-05-18 09,26,
2010-05-18 10,23,
2010-05-18 11,15,
2010-05-18 12,21,
2010-05-18 13,15,
2010-05-18 14,17,
2010-05-18 15,22,
2010-05-18 16,23,
2010-05-18 17,8,
2010-05-18 18,22,
2010-05-18 19,10,
2010-05-18 20,18,
2010-05-18 21,13,
2010-05-18 22,18,
2010-05-19 23,8,
2010-05-19 00,3,
2010-05-19 01,11,
2010-05-19 02,2,
2010-05-19 03,4,
2010-05-19 04,2,
2010-05-19 05,5,
2010-05-19 06,5,
2010-05-19 07,22,
2010-05-19 08,12,
2010-05-19 09,19,
2010-05-19 10,19,
2010-05-19 11,19,
2010-05-19 12,19,
2010-05-19 13,20,
2010-05-19 14,17,
2010-05-19 15,16,
2010-05-19 16,11,
2010-05-19 17,16,
2010-05-19 18,14,
2010-05-19 19,13,
2010-05-19 20,14,
2010-05-19 21,17,
2010-05-19 22,11,
2010-05-20 23,5,
2010-05-20 00,6,
2010-05-20 01,2,
2010-05-20 02,3,
2010-05-20 03,0,
2010-05-20 04,6,
2010-05-20 05,8,
2010-05-20 06,16,
2010-05-20 07,17,
2010-05-20 08,16,
2010-05-20 09,34,
2010-05-20 10,26,
2010-05-20 11,16,
2010-05-20 12,16,
2010-05-20 13,28,
2010-05-20 14,25,
2010-05-20 15,18,
2010-05-20 16,23,
2010-05-20 17,12,
2010-05-20 18,16,
2010-05-20 19,13,
2010-05-20 20,20,
2010-05-20 21,16,
2010-05-20 22,15,
2010-05-21 23,7,
2010-05-21 00,4,
2010-05-21 01,5,
2010-05-21 02,2,
2010-05-21 03,4,
2010-05-21 04,0,
2010-05-21 05,6,
2010-05-21 06,10,
2010-05-21 07,18,
2010-05-21 08,23,
2010-05-21 09,28,
2010-05-21 10,24,
2010-05-21 11,19,
2010-05-21 12,18,
2010-05-21 13,24,
2010-05-21 14,22,
2010-05-21 15,20,
2010-05-21 16,20,
2010-05-21 17,25,
2010-05-21 18,15,
2010-05-21 19,13,
2010-05-21 20,13,
2010-05-21 21,16,
2010-05-21 22,8,
2010-05-22 23,12,
2010-05-22 00,1,
2010-05-22 01,1,
2010-05-22 02,2,
2010-05-22 03,1,
2010-05-22 04,0,
2010-05-22 05,4,
2010-05-22 06,7,
2010-05-22 07,14,
2010-05-22 08,18,
2010-05-22 09,14,
2010-05-22 10,24,
2010-05-22 11,31,
2010-05-22 12,26,
2010-05-22 13,32,
2010-05-22 14,16,
2010-05-22 15,24,
2010-05-22 16,18,
2010-05-22 17,19,
2010-05-22 18,9,
2010-05-22 19,9,
2010-05-22 20,11,
2010-05-22 21,18,
2010-05-22 22,19,
2010-05-23 23,6,
2010-05-23 00,4,
2010-05-23 01,5,
2010-05-23 02,3,
2010-05-23 03,1,
2010-05-23 04,2,
2010-05-23 05,3,
2010-05-23 06,8,
2010-05-23 07,20,
2010-05-23 08,20,
2010-05-23 09,28,
2010-05-23 10,19,
2010-05-23 11,19,
2010-05-23 12,17,
2010-05-23 13,15,
2010-05-23 14,22,
2010-05-23 15,12,
2010-05-23 16,14,
2010-05-23 17,21,
2010-05-23 18,17,
2010-05-23 19,16,
2010-05-23 20,19,
2010-05-23 21,10,
2010-05-23 22,14,
2010-05-24 23,6,
2010-05-24 00,9,
2010-05-24 01,2,
2010-05-24 02,4,
2010-05-24 03,1,
2010-05-24 04,3,
2010-05-24 05,3,
2010-05-24 06,8,
2010-05-24 07,26,
2010-05-24 08,22,
2010-05-24 09,20,
2010-05-24 10,21,
2010-05-24 11,14,
2010-05-24 12,19,
2010-05-24 13,20,
2010-05-24 14,22,
2010-05-24 15,20,
2010-05-24 16,11,
2010-05-24 17,17,
2010-05-24 18,15,
2010-05-24 19,16,
2010-05-24 20,19,
2010-05-24 21,15,
2010-05-24 22,8,
2010-05-25 23,3,
2010-05-25 00,4,
2010-05-25 01,2,
2010-05-25 02,1,
