Date,Wikipedia[it],
2009-03-14 16,403,
2009-03-14 17,418,
2009-03-14 18,423,
2009-03-14 19,400,
2009-03-14 20,320,
2009-03-14 21,285,
2009-03-14 22,268,
2009-03-14 23,228,
2009-03-15 00,127,
2009-03-15 01,73,
2009-03-15 02,44,
2009-03-15 03,20,
2009-03-15 04,16,
2009-03-15 05,13,
2009-03-15 06,19,
2009-03-15 07,38,
2009-03-15 08,115,
2009-03-15 09,224,
2009-03-15 10,361,
2009-03-15 11,368,
2009-03-15 12,374,
2009-03-15 13,377,
2009-03-15 14,438,
2009-03-15 15,482,
2009-03-15 16,447,
2009-03-15 17,511,
2009-03-15 18,557,
2009-03-15 19,554,
2009-03-15 20,478,
2009-03-15 21,407,
2009-03-15 22,336,
2009-03-15 23,202,
2009-03-16 00,132,
2009-03-16 01,73,
2009-03-16 02,45,
2009-03-16 03,11,
2009-03-16 04,9,
2009-03-16 05,13,
2009-03-16 06,31,
2009-03-16 07,46,
2009-03-16 08,211,
2009-03-16 09,330,
2009-03-16 10,418,
2009-03-16 11,478,
2009-03-16 12,522,
2009-03-16 13,413,
2009-03-16 14,548,
2009-03-16 15,740,
2009-03-16 16,794,
2009-03-16 17,795,
2009-03-16 18,764,
2009-03-16 19,713,
2009-03-16 20,555,
2009-03-16 21,521,
2009-03-16 22,364,
2009-03-16 23,241,
2009-03-17 00,107,
2009-03-17 01,60,
2009-03-17 02,19,
2009-03-17 03,14,
2009-03-17 04,16,
2009-03-17 05,19,
2009-03-17 06,21,
2009-03-17 07,75,
2009-03-17 08,223,
2009-03-17 09,357,
2009-03-17 10,400,
2009-03-17 11,515,
2009-03-17 12,454,
2009-03-17 13,366,
2009-03-17 14,519,
2009-03-17 15,707,
2009-03-17 16,736,
2009-03-17 17,713,
2009-03-17 18,679,
2009-03-17 19,616,
2009-03-17 20,596,
2009-03-17 21,467,
2009-03-17 22,345,
2009-03-17 23,245,
2009-03-18 00,149,
2009-03-18 01,47,
2009-03-18 02,38,
2009-03-18 03,10,
2009-03-18 04,13,
2009-03-18 05,17,
2009-03-18 06,31,
2009-03-18 07,70,
2009-03-18 08,172,
2009-03-18 09,387,
2009-03-18 10,459,
2009-03-18 11,520,
2009-03-18 12,482,
2009-03-18 13,383,
2009-03-18 14,590,
2009-03-18 15,663,
2009-03-18 16,622,
2009-03-18 17,780,
2009-03-18 18,742,
2009-03-18 19,531,
2009-03-18 20,558,
2009-03-18 21,506,
2009-03-18 22,332,
2009-03-18 23,227,
2009-03-19 00,171,
2009-03-19 01,56,
2009-03-19 02,33,
2009-03-19 03,21,
2009-03-19 04,9,
2009-03-19 05,9,
2009-03-19 06,28,
2009-03-19 07,55,
2009-03-19 08,188,
2009-03-19 09,315,
2009-03-19 10,409,
2009-03-19 11,440,
2009-03-19 12,457,
2009-03-19 13,375,
2009-03-19 14,533,
2009-03-19 15,730,
2009-03-19 16,1565,
2009-03-19 17,724,
2009-03-19 18,687,
2009-03-19 19,620,
2009-03-19 20,480,
2009-03-19 21,420,
2009-03-19 22,320,
2009-03-19 23,245,
2009-03-20 00,130,
2009-03-20 01,63,
2009-03-20 02,47,
2009-03-20 03,27,
2009-03-20 04,17,
2009-03-20 05,20,
2009-03-20 06,35,
2009-03-20 07,85,
2009-03-20 08,211,
2009-03-20 09,345,
2009-03-20 10,443,
2009-03-20 11,496,
2009-03-20 12,497,
2009-03-20 13,382,
2009-03-20 14,549,
2009-03-20 15,638,
2009-03-20 16,759,
2009-03-20 17,654,
2009-03-20 18,659,
2009-03-20 19,575,
2009-03-20 20,495,
2009-03-20 21,434,
2009-03-20 22,282,
2009-03-20 23,189,
2009-03-21 00,164,
2009-03-21 01,82,
2009-03-21 02,28,
2009-03-21 03,23,
2009-03-21 04,14,
2009-03-21 05,15,
2009-03-21 06,22,
2009-03-21 07,55,
2009-03-21 08,134,
2009-03-21 09,281,
2009-03-21 10,327,
2009-03-21 11,455,
2009-03-21 12,363,
2009-03-21 13,352,
2009-03-21 14,421,
2009-03-21 15,445,
2009-03-21 16,448,
2009-03-21 17,423,
2009-03-21 18,458,
2009-03-21 19,377,
2009-03-21 20,322,
2009-03-21 21,248,
2009-03-21 22,268,
2009-03-21 23,183,
2009-03-22 00,145,
2009-03-22 01,83,
2009-03-22 02,59,
2009-03-22 03,27,
2009-03-22 04,16,
2009-03-22 05,17,
2009-03-22 06,15,
2009-03-22 07,40,
2009-03-22 08,86,
2009-03-22 09,240,
2009-03-22 10,375,
2009-03-22 11,455,
2009-03-22 12,419,
2009-03-22 13,383,
2009-03-22 14,430,
2009-03-22 15,493,
2009-03-22 16,432,
2009-03-22 17,479,
2009-03-22 18,569,
2009-03-22 19,523,
2009-03-22 20,429,
2009-03-22 21,421,
2009-03-22 22,283,
2009-03-22 23,189,
2009-03-23 00,114,
2009-03-23 01,63,
2009-03-23 02,16,
2009-03-23 03,19,
2009-03-23 04,18,
2009-03-23 05,15,
2009-03-23 06,2,
2009-03-23 07,62,
2009-03-23 08,167,
2009-03-23 09,317,
2009-03-23 10,377,
2009-03-23 11,498,
2009-03-23 12,466,
2009-03-23 13,400,
2009-03-23 14,511,
2009-03-23 15,766,
2009-03-23 16,791,
2009-03-23 17,759,
2009-03-23 18,728,
2009-03-23 19,618,
2009-03-23 20,531,
2009-03-23 21,452,
2009-03-23 22,353,
2009-03-23 23,239,
2009-03-24 00,143,
2009-03-24 01,56,
2009-03-24 02,34,
2009-03-24 03,18,
2009-03-24 04,7,
2009-03-24 05,4,
2009-03-24 06,20,
2009-03-24 07,65,
2009-03-24 08,200,
2009-03-24 09,384,
2009-03-24 10,418,
2009-03-24 11,492,
2009-03-24 12,474,
2009-03-24 13,384,
2009-03-24 14,570,
2009-03-24 15,762,
2009-03-24 16,723,
2009-03-24 17,857,
2009-03-24 18,735,
2009-03-24 19,651,
2009-03-24 20,503,
2009-03-24 21,417,
2009-03-24 22,335,
2009-03-24 23,228,
2009-03-25 00,122,
2009-03-25 01,69,
2009-03-25 02,31,
2009-03-25 03,22,
2009-03-25 04,21,
2009-03-25 05,18,
2009-03-25 06,18,
2009-03-25 07,66,
2009-03-25 08,219,
2009-03-25 09,386,
2009-03-25 10,420,
2009-03-25 11,458,
2009-03-25 12,496,
2009-03-25 13,362,
2009-03-25 14,542,
2009-03-25 15,727,
2009-03-25 16,727,
2009-03-25 17,731,
2009-03-25 18,713,
2009-03-25 19,641,
2009-03-25 20,494,
2009-03-25 21,494,
2009-03-25 22,372,
2009-03-25 23,209,
2009-03-26 00,107,
2009-03-26 01,62,
2009-03-26 02,39,
2009-03-26 03,15,
2009-03-26 04,11,
2009-03-26 05,13,
2009-03-26 06,20,
2009-03-26 07,63,
2009-03-26 08,207,
2009-03-26 09,380,
2009-03-26 10,458,
2009-03-26 11,497,
2009-03-26 12,451,
2009-03-26 13,407,
2009-03-26 14,606,
2009-03-26 15,833,
2009-03-26 16,779,
2009-03-26 17,839,
2009-03-26 18,843,
2009-03-26 19,721,
2009-03-26 20,641,
2009-03-26 21,550,
2009-03-26 22,350,
2009-03-26 23,237,
2009-03-27 00,125,
2009-03-27 01,71,
2009-03-27 02,17,
2009-03-27 03,5,
2009-03-27 04,6,
2009-03-27 05,25,
2009-03-27 06,61,
2009-03-27 07,165,
2009-03-27 08,396,
2009-03-27 09,432,
2009-03-27 10,427,
2009-03-27 11,445,
2009-03-27 12,361,
2009-03-27 13,505,
2009-03-27 14,641,
2009-03-27 15,652,
2009-03-27 16,630,
2009-03-27 17,542,
2009-03-27 18,526,
2009-03-27 19,429,
2009-03-27 20,369,
2009-03-27 21,315,
2009-03-27 22,208,
2009-03-28 23,145,
2009-03-28 00,80,
2009-03-28 01,34,
2009-03-28 02,19,
2009-03-28 03,21,
2009-03-28 04,14,
2009-03-28 05,22,
2009-03-28 06,58,
2009-03-28 07,166,
2009-03-28 08,262,
2009-03-28 09,344,
2009-03-28 10,370,
2009-03-28 11,425,
2009-03-28 12,357,
2009-03-28 13,448,
2009-03-28 14,475,
2009-03-28 15,455,
2009-03-28 16,440,
2009-03-28 17,448,
2009-03-28 18,390,
2009-03-28 19,303,
2009-03-28 20,279,
2009-03-28 21,247,
2009-03-28 22,151,
2009-03-29 23,124,
2009-03-29 00,75,
2009-03-29 01,51,
2009-03-29 02,31,
2009-03-29 03,16,
2009-03-29 04,17,
2009-03-29 05,25,
2009-03-29 06,42,
2009-03-29 07,116,
2009-03-29 08,274,
2009-03-29 09,412,
2009-03-29 10,441,
2009-03-29 11,416,
2009-03-29 12,482,
2009-03-29 13,550,
2009-03-29 14,608,
2009-03-29 15,613,
2009-03-29 16,627,
2009-03-29 17,551,
2009-03-29 18,495,
2009-03-29 19,427,
2009-03-29 20,387,
2009-03-29 21,306,
2009-03-29 22,156,
2009-03-30 23,85,
2009-03-30 00,53,
2009-03-30 01,21,
2009-03-30 02,17,
2009-03-30 03,12,
2009-03-30 04,20,
2009-03-30 05,39,
2009-03-30 06,191,
2009-03-30 07,333,
2009-03-30 08,363,
2009-03-30 09,499,
2009-03-30 10,441,
2009-03-30 11,422,
2009-03-30 12,567,
2009-03-30 13,775,
2009-03-30 14,719,
2009-03-30 15,772,
2009-03-30 16,735,
2009-03-30 17,615,
2009-03-30 18,552,
2009-03-30 19,476,
2009-03-30 20,384,
2009-03-30 21,244,
2009-03-30 22,174,
2009-03-31 23,70,
2009-03-31 00,43,
2009-03-31 01,35,
2009-03-31 02,23,
2009-03-31 03,15,
2009-03-31 04,38,
2009-03-31 05,62,
2009-03-31 06,219,
2009-03-31 07,318,
2009-03-31 08,390,
2009-03-31 09,520,
2009-03-31 10,403,
2009-03-31 11,396,
2009-03-31 12,603,
2009-03-31 13,741,
2009-03-31 14,720,
2009-03-31 15,741,
2009-03-31 16,700,
2009-03-31 17,640,
2009-03-31 18,557,
2009-03-31 19,507,
2009-03-31 20,408,
2009-03-31 21,287,
2009-03-31 22,171,
2009-04-01 23,86,
2009-04-01 00,48,
2009-04-01 01,18,
2009-04-01 02,24,
2009-04-01 03,17,
2009-04-01 04,30,
2009-04-01 05,69,
2009-04-01 06,228,
2009-04-01 07,379,
2009-04-01 08,445,
2009-04-01 09,498,
2009-04-01 10,427,
2009-04-01 11,391,
2009-04-01 12,563,
2009-04-01 13,710,
2009-04-01 14,715,
2009-04-01 15,758,
2009-04-01 16,709,
2009-04-01 17,667,
2009-04-01 18,543,
2009-04-01 19,524,
2009-04-01 20,359,
2009-04-01 21,300,
2009-04-01 22,128,
2009-04-02 23,93,
2009-04-02 00,46,
2009-04-02 01,31,
2009-04-02 02,13,
2009-04-02 03,10,
2009-04-02 04,23,
2009-04-02 05,57,
2009-04-02 06,212,
2009-04-02 07,358,
2009-04-02 08,353,
2009-04-02 09,468,
2009-04-02 10,383,
2009-04-02 11,382,
2009-04-02 12,545,
2009-04-02 13,719,
2009-04-02 14,682,
2009-04-02 15,738,
2009-04-02 16,719,
2009-04-02 17,632,
2009-04-02 18,514,
2009-04-02 19,483,
2009-04-02 20,361,
2009-04-02 21,243,
2009-04-02 22,142,
2009-04-03 23,59,
2009-04-03 00,38,
2009-04-03 01,24,
2009-04-03 02,16,
2009-04-03 03,19,
2009-04-03 04,20,
2009-04-03 05,71,
2009-04-03 06,168,
2009-04-03 07,301,
2009-04-03 08,368,
2009-04-03 09,377,
2009-04-03 10,399,
2009-04-03 11,346,
2009-04-03 12,434,
2009-04-03 13,555,
2009-04-03 14,584,
2009-04-03 15,514,
2009-04-03 16,546,
2009-04-03 17,473,
2009-04-03 18,409,
2009-04-03 19,405,
2009-04-03 20,306,
2009-04-03 21,235,
2009-04-03 22,134,
2009-04-04 23,74,
2009-04-04 00,45,
2009-04-04 01,24,
2009-04-04 02,20,
2009-04-04 03,17,
2009-04-04 04,33,
2009-04-04 05,33,
2009-04-04 06,147,
2009-04-04 07,224,
2009-04-04 08,264,
2009-04-04 09,297,
2009-04-04 10,353,
2009-04-04 11,290,
2009-04-04 12,376,
2009-04-04 13,400,
2009-04-04 14,426,
2009-04-04 15,421,
2009-04-04 16,400,
2009-04-04 17,403,
2009-04-04 18,331,
2009-04-04 19,335,
2009-04-04 20,282,
2009-04-04 21,1,
2009-04-04 22,134,
2009-04-05 23,69,
2009-04-05 00,37,
2009-04-05 01,30,
2009-04-05 02,21,
2009-04-05 03,16,
2009-04-05 04,14,
2009-04-05 05,26,
2009-04-05 06,76,
2009-04-05 07,181,
2009-04-05 08,268,
2009-04-05 09,334,
2009-04-05 10,332,
2009-04-05 11,302,
2009-04-05 12,388,
2009-04-05 13,391,
2009-04-05 14,393,
2009-04-05 15,380,
2009-04-05 16,483,
2009-04-05 17,431,
2009-04-05 18,399,
2009-04-05 19,337,
2009-04-05 20,325,
2009-04-05 21,230,
2009-04-05 22,124,
2009-04-06 23,61,
2009-04-06 00,38,
2009-04-06 01,22,
2009-04-06 02,36,
2009-04-06 03,19,
2009-04-06 04,12,
2009-04-06 05,46,
2009-04-06 06,150,
2009-04-06 07,356,
2009-04-06 08,401,
2009-04-06 09,496,
2009-04-06 10,418,
2009-04-06 11,377,
2009-04-06 12,499,
2009-04-06 13,665,
2009-04-06 14,624,
2009-04-06 15,683,
2009-04-06 16,582,
2009-04-06 17,563,
2009-04-06 18,444,
2009-04-06 19,505,
2009-04-06 20,387,
2009-04-06 21,229,
2009-04-06 22,136,
2009-04-07 23,71,
2009-04-07 00,36,
2009-04-07 01,18,
2009-04-07 02,18,
2009-04-07 03,8,
2009-04-07 04,28,
2009-04-07 05,67,
2009-04-07 06,183,
2009-04-07 07,335,
2009-04-07 08,404,
2009-04-07 09,466,
2009-04-07 10,427,
2009-04-07 11,403,
2009-04-07 12,505,
2009-04-07 13,606,
2009-04-07 14,546,
2009-04-07 15,510,
2009-04-07 16,499,
2009-04-07 17,456,
2009-04-07 18,419,
2009-04-07 19,414,
2009-04-07 20,339,
2009-04-07 21,238,
2009-04-07 22,127,
2009-04-08 23,94,
2009-04-08 00,37,
2009-04-08 01,22,
2009-04-08 02,15,
2009-04-08 03,14,
2009-04-08 04,17,
2009-04-08 05,53,
2009-04-08 06,184,
2009-04-08 07,387,
2009-04-08 08,409,
2009-04-08 09,459,
2009-04-08 10,434,
2009-04-08 11,365,
2009-04-08 12,457,
2009-04-08 13,487,
2009-04-08 14,558,
2009-04-08 15,420,
2009-04-08 16,450,
2009-04-08 17,373,
2009-04-08 18,351,
2009-04-08 19,360,
2009-04-08 20,290,
2009-04-08 21,208,
2009-04-08 22,148,
2009-04-09 23,76,
2009-04-09 00,34,
2009-04-09 01,20,
2009-04-09 02,24,
2009-04-09 03,7,
2009-04-09 04,13,
2009-04-09 05,60,
2009-04-09 06,193,
2009-04-09 07,325,
2009-04-09 08,416,
2009-04-09 09,459,
2009-04-09 10,440,
2009-04-09 11,394,
2009-04-09 12,481,
2009-04-09 13,491,
2009-04-09 14,509,
2009-04-09 15,397,
2009-04-09 16,404,
2009-04-09 17,358,
2009-04-09 18,297,
2009-04-09 19,294,
2009-04-09 20,276,
2009-04-09 21,214,
2009-04-09 22,127,
2009-04-10 23,69,
2009-04-10 00,35,
2009-04-10 01,18,
2009-04-10 02,14,
2009-04-10 03,12,
2009-04-10 04,20,
2009-04-10 05,39,
2009-04-10 06,147,
2009-04-10 07,263,
2009-04-10 08,399,
2009-04-10 09,475,
2009-04-10 10,402,
2009-04-10 11,340,
2009-04-10 12,433,
2009-04-10 13,486,
2009-04-10 14,465,
2009-04-10 15,435,
2009-04-10 16,359,
2009-04-10 17,395,
2009-04-10 18,293,
2009-04-10 19,320,
2009-04-10 20,236,
2009-04-10 21,204,
2009-04-10 22,177,
2009-04-11 23,76,
2009-04-11 00,43,
2009-04-11 01,22,
2009-04-11 02,11,
2009-04-11 03,9,
2009-04-11 04,17,
2009-04-11 05,43,
2009-04-11 06,95,
2009-04-11 07,192,
2009-04-11 08,278,
2009-04-11 09,317,
2009-04-11 10,310,
2009-04-11 11,300,
2009-04-11 12,353,
2009-04-11 13,328,
2009-04-11 14,295,
2009-04-11 15,289,
2009-04-11 16,331,
2009-04-11 17,300,
2009-04-11 18,253,
2009-04-11 19,215,
2009-04-11 20,202,
2009-04-11 21,217,
2009-04-11 22,134,
2009-04-12 23,69,
2009-04-12 00,35,
2009-04-12 01,25,
2009-04-12 02,15,
2009-04-12 03,10,
2009-04-12 04,13,
2009-04-12 05,21,
2009-04-12 06,59,
2009-04-12 07,139,
2009-04-12 08,262,
2009-04-12 09,219,
2009-04-12 10,198,
2009-04-12 11,158,
2009-04-12 12,222,
2009-04-12 13,236,
2009-04-12 14,246,
2009-04-12 15,297,
2009-04-12 16,360,
2009-04-12 17,305,
2009-04-12 18,311,
2009-04-12 19,365,
2009-04-12 20,262,
2009-04-12 21,188,
2009-04-12 22,141,
2009-04-13 23,75,
2009-04-13 00,71,
2009-04-13 01,32,
2009-04-13 02,12,
2009-04-13 03,8,
2009-04-13 04,13,
2009-04-13 05,27,
2009-04-13 06,81,
2009-04-13 07,203,
2009-04-13 08,314,
2009-04-13 09,349,
2009-04-13 10,314,
2009-04-13 11,264,
2009-04-13 12,266,
2009-04-13 13,298,
2009-04-13 14,287,
2009-04-13 15,344,
2009-04-13 16,401,
2009-04-13 17,395,
2009-04-13 18,303,
2009-04-13 19,333,
2009-04-13 20,316,
2009-04-13 21,225,
2009-04-13 22,155,
2009-04-14 23,75,
2009-04-14 00,43,
2009-04-14 01,18,
2009-04-14 02,13,
2009-04-14 03,8,
2009-04-14 04,19,
2009-04-14 05,47,
2009-04-14 06,124,
2009-04-14 07,320,
2009-04-14 08,542,
2009-04-14 09,657,
2009-04-14 10,546,
2009-04-14 11,426,
2009-04-14 12,593,
2009-04-14 13,647,
2009-04-14 14,609,
2009-04-14 15,594,
2009-04-14 16,673,
2009-04-14 17,517,
2009-04-14 18,423,
2009-04-14 19,460,
2009-04-14 20,360,
2009-04-14 21,260,
2009-04-14 22,148,
2009-04-15 23,70,
2009-04-15 00,25,
2009-04-15 01,18,
2009-04-15 02,16,
2009-04-15 03,7,
2009-04-15 04,25,
2009-04-15 05,45,
2009-04-15 06,159,
2009-04-15 07,332,
2009-04-15 08,411,
2009-04-15 09,489,
2009-04-15 10,464,
2009-04-15 11,382,
2009-04-15 12,560,
2009-04-15 13,699,
2009-04-15 14,644,
2009-04-15 15,643,
2009-04-15 16,621,
2009-04-15 17,570,
2009-04-15 18,469,
2009-04-15 19,515,
2009-04-15 20,363,
2009-04-15 21,255,
2009-04-15 22,122,
2009-04-16 23,59,
2009-04-16 00,24,
2009-04-16 01,23,
2009-04-16 02,8,
2009-04-16 03,21,
2009-04-16 04,26,
2009-04-16 05,50,
2009-04-16 06,195,
2009-04-16 07,337,
2009-04-16 08,424,
2009-04-16 09,454,
2009-04-16 10,461,
2009-04-16 11,398,
2009-04-16 12,597,
2009-04-16 13,645,
2009-04-16 14,753,
2009-04-16 15,901,
2009-04-16 16,912,
2009-04-16 17,634,
2009-04-16 18,527,
2009-04-16 19,465,
2009-04-16 20,382,
2009-04-16 21,265,
2009-04-16 22,133,
2009-04-17 23,68,
2009-04-17 00,33,
2009-04-17 01,16,
2009-04-17 02,18,
2009-04-17 03,17,
2009-04-17 04,26,
2009-04-17 05,59,
2009-04-17 06,185,
2009-04-17 07,298,
2009-04-17 08,396,
2009-04-17 09,498,
2009-04-17 10,457,
2009-04-17 11,365,
2009-04-17 12,478,
2009-04-17 13,631,
2009-04-17 14,641,
2009-04-17 15,688,
2009-04-17 16,626,
2009-04-17 17,559,
2009-04-17 18,434,
2009-04-17 19,379,
2009-04-17 20,291,
2009-04-17 21,250,
2009-04-17 22,117,
2009-04-18 23,74,
2009-04-18 00,38,
2009-04-18 01,25,
2009-04-18 02,22,
2009-04-18 03,19,
2009-04-18 04,24,
2009-04-18 05,55,
2009-04-18 06,126,
2009-04-18 07,213,
2009-04-18 08,290,
2009-04-18 09,389,
2009-04-18 10,359,
2009-04-18 11,329,
2009-04-18 12,374,
2009-04-18 13,445,
2009-04-18 14,405,
2009-04-18 15,432,
2009-04-18 16,390,
2009-04-18 17,408,
2009-04-18 18,339,
2009-04-18 19,303,
2009-04-18 20,217,
2009-04-18 21,208,
2009-04-18 22,148,
2009-04-19 23,82,
2009-04-19 00,57,
2009-04-19 01,26,
2009-04-19 02,22,
2009-04-19 03,12,
2009-04-19 04,12,
2009-04-19 05,28,
2009-04-19 06,74,
2009-04-19 07,182,
2009-04-19 08,313,
2009-04-19 09,429,
2009-04-19 10,447,
2009-04-19 11,404,
2009-04-19 12,547,
2009-04-19 13,557,
2009-04-19 14,472,
2009-04-19 15,613,
2009-04-19 16,622,
2009-04-19 17,638,
2009-04-19 18,476,
2009-04-19 19,448,
2009-04-19 20,360,
2009-04-19 21,225,
2009-04-19 22,128,
2009-04-20 23,70,
2009-04-20 00,46,
2009-04-20 01,24,
2009-04-20 02,9,
2009-04-20 03,7,
2009-04-20 04,22,
2009-04-20 05,45,
2009-04-20 06,164,
2009-04-20 07,382,
2009-04-20 08,320,
2009-04-20 09,479,
2009-04-20 10,467,
2009-04-20 11,415,
2009-04-20 12,636,
2009-04-20 13,825,
2009-04-20 14,863,
2009-04-20 15,897,
2009-04-20 16,754,
2009-04-20 17,693,
2009-04-20 18,551,
2009-04-20 19,562,
2009-04-20 20,423,
2009-04-20 21,269,
2009-04-20 22,117,
2009-04-21 23,84,
2009-04-21 00,53,
2009-04-21 01,24,
2009-04-21 02,13,
2009-04-21 03,15,
2009-04-21 04,21,
2009-04-21 05,59,
2009-04-21 06,182,
2009-04-21 07,357,
2009-04-21 08,401,
2009-04-21 09,465,
2009-04-21 10,453,
2009-04-21 11,422,
2009-04-21 12,537,
2009-04-21 13,657,
2009-04-21 14,749,
2009-04-21 15,817,
2009-04-21 16,700,
2009-04-21 17,740,
2009-04-21 18,503,
2009-04-21 19,496,
2009-04-21 20,388,
2009-04-21 21,232,
2009-04-21 22,155,
2009-04-22 23,1,
2009-04-22 00,34,
2009-04-22 01,20,
2009-04-22 02,17,
2009-04-22 03,11,
2009-04-22 04,21,
2009-04-22 05,73,
2009-04-22 06,187,
2009-04-22 07,360,
2009-04-22 08,437,
2009-04-22 09,509,
2009-04-22 10,499,
2009-04-22 11,413,
2009-04-22 12,542,
2009-04-22 13,677,
2009-04-22 14,661,
2009-04-22 15,736,
2009-04-22 16,582,
2009-04-22 17,605,
2009-04-22 18,509,
2009-04-22 19,398,
2009-04-22 20,358,
2009-04-22 21,304,
2009-04-22 22,141,
2009-04-23 23,87,
2009-04-23 00,29,
2009-04-23 01,21,
2009-04-23 02,24,
2009-04-23 03,10,
2009-04-23 04,18,
2009-04-23 05,52,
2009-04-23 06,213,
2009-04-23 07,309,
2009-04-23 08,397,
2009-04-23 09,442,
2009-04-23 10,391,
2009-04-23 11,414,
2009-04-23 12,538,
2009-04-23 13,672,
2009-04-23 14,756,
2009-04-23 15,702,
2009-04-23 16,708,
2009-04-23 17,706,
2009-04-23 18,500,
2009-04-23 19,439,
2009-04-23 20,354,
2009-04-23 21,212,
2009-04-23 22,140,
2009-04-24 23,70,
2009-04-24 00,31,
2009-04-24 01,20,
2009-04-24 02,11,
2009-04-24 03,8,
2009-04-24 04,16,
2009-04-24 05,70,
2009-04-24 06,223,
2009-04-24 07,335,
2009-04-24 08,392,
2009-04-24 09,454,
2009-04-24 10,426,
2009-04-24 11,340,
2009-04-24 12,486,
2009-04-24 13,544,
2009-04-24 14,534,
2009-04-24 15,449,
2009-04-24 16,438,
2009-04-24 17,369,
2009-04-24 18,299,
2009-04-24 19,318,
2009-04-24 20,280,
2009-04-24 21,221,
2009-04-24 22,116,
2009-04-25 23,67,
2009-04-25 00,33,
2009-04-25 01,16,
2009-04-25 02,16,
2009-04-25 03,8,
2009-04-25 04,23,
2009-04-25 05,46,
2009-04-25 06,87,
2009-04-25 07,192,
2009-04-25 08,317,
2009-04-25 09,443,
2009-04-25 10,330,
2009-04-25 11,258,
2009-04-25 12,352,
2009-04-25 13,386,
2009-04-25 14,387,
2009-04-25 15,311,
2009-04-25 16,370,
2009-04-25 17,348,
2009-04-25 18,251,
2009-04-25 19,289,
2009-04-25 20,235,
2009-04-25 21,233,
2009-04-25 22,118,
2009-04-26 23,69,
2009-04-26 00,61,
2009-04-26 01,37,
2009-04-26 02,26,
2009-04-26 03,15,
2009-04-26 04,12,
2009-04-26 05,29,
2009-04-26 06,71,
2009-04-26 07,149,
2009-04-26 08,327,
2009-04-26 09,408,
2009-04-26 10,442,
2009-04-26 11,343,
2009-04-26 12,456,
2009-04-26 13,503,
2009-04-26 14,517,
2009-04-26 15,590,
2009-04-26 16,582,
2009-04-26 17,487,
2009-04-26 18,456,
2009-04-26 19,457,
2009-04-26 20,327,
2009-04-26 21,235,
2009-04-26 22,123,
2009-04-27 23,87,
2009-04-27 00,32,
2009-04-27 01,14,
2009-04-27 02,13,
2009-04-27 03,14,
2009-04-27 04,20,
2009-04-27 05,56,
2009-04-27 06,159,
2009-04-27 07,369,
2009-04-27 08,439,
2009-04-27 09,488,
2009-04-27 10,483,
2009-04-27 11,410,
2009-04-27 12,585,
2009-04-27 13,860,
2009-04-27 14,799,
2009-04-27 15,1120,
2009-04-27 16,918,
2009-04-27 17,916,
2009-04-27 18,743,
2009-04-27 19,904,
2009-04-27 20,439,
2009-04-27 21,271,
2009-04-27 22,149,
2009-04-28 23,74,
2009-04-28 00,40,
2009-04-28 01,30,
2009-04-28 02,5,
2009-04-28 03,11,
2009-04-28 04,21,
2009-04-28 05,68,
2009-04-28 06,218,
2009-04-28 07,352,
2009-04-28 08,439,
2009-04-28 09,554,
2009-04-28 10,502,
2009-04-28 11,437,
2009-04-28 12,613,
2009-04-28 13,711,
2009-04-28 14,768,
2009-04-28 15,772,
2009-04-28 16,796,
2009-04-28 17,749,
2009-04-28 18,562,
2009-04-28 19,552,
2009-04-28 20,375,
2009-04-28 21,285,
2009-04-28 22,125,
2009-04-29 23,75,
2009-04-29 00,32,
2009-04-29 01,29,
2009-04-29 02,20,
2009-04-29 03,13,
2009-04-29 04,24,
2009-04-29 05,58,
2009-04-29 06,210,
2009-04-29 07,317,
2009-04-29 08,419,
2009-04-29 09,462,
2009-04-29 10,418,
2009-04-29 11,337,
2009-04-29 12,554,
2009-04-29 13,729,
2009-04-29 14,756,
2009-04-29 15,707,
2009-04-29 16,660,
2009-04-29 17,578,
2009-04-29 18,547,
2009-04-29 19,503,
2009-04-29 20,350,
2009-04-29 21,273,
2009-04-29 22,147,
2009-04-30 23,82,
2009-04-30 00,33,
2009-04-30 01,18,
2009-04-30 02,10,
2009-04-30 03,10,
2009-04-30 04,16,
2009-04-30 05,69,
2009-04-30 06,190,
2009-04-30 07,329,
2009-04-30 08,384,
2009-04-30 09,467,
2009-04-30 10,410,
2009-04-30 11,367,
2009-04-30 12,468,
2009-04-30 13,554,
2009-04-30 14,555,
2009-04-30 15,483,
2009-04-30 16,451,
2009-04-30 17,355,
2009-04-30 18,356,
2009-04-30 19,387,
2009-04-30 20,267,
2009-04-30 21,230,
2009-04-30 22,116,
2009-05-01 23,88,
2009-05-01 00,48,
2009-05-01 01,32,
2009-05-01 02,18,
2009-05-01 03,15,
2009-05-01 04,22,
2009-05-01 05,30,
2009-05-01 06,84,
2009-05-01 07,196,
2009-05-01 08,313,
2009-05-01 09,315,
2009-05-01 10,342,
2009-05-01 11,267,
2009-05-01 12,283,
2009-05-01 13,352,
2009-05-01 14,333,
2009-05-01 15,303,
2009-05-01 16,329,
2009-05-01 17,405,
2009-05-01 18,289,
2009-05-01 19,311,
2009-05-01 20,235,
2009-05-01 21,218,
2009-05-01 22,136,
2009-05-02 23,69,
2009-05-02 00,46,
2009-05-02 01,30,
2009-05-02 02,25,
2009-05-02 03,18,
2009-05-02 04,22,
